place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Dambulla Cave Temple,Cave temple,81,7,63,151,positive,0.825,Fascinating rock temple with origin in 1st c.,2212,0.06826401446654612,8,3.0265039322207445,0.20660130821217562,0.17044607927504488
Dambulla Cave Temple,Temple,194,26,120,340,positive,0.793,"Good walk, unusual temple.",2212,0.15370705244122965,76,0.7752121336142496,0.11915557207452299,0.09449036865509673
Dambulla Cave Temple,Paintings,77,2,66,145,positive,0.786,"Temple that is inbuilt into rock masif is part of world heritage and despite it´s honourable age, statues and cave paintings are well preserved.",2212,0.06555153707052441,29,1.7386496439141066,0.11397115658568963,0.08958132907635205
Dambulla Cave Temple,Stairs,70,32,93,195,neutral,0.775,This complex is well worth seeing even though there are quite a few steps to climb to reach it not all of which are even.,2212,0.08815551537070525,47,1.255797872190522,0.11070550862439052,0.08579676918390265
Dehiwala Zoo - Sri Lanka,Wildlife,19,5,16,40,positive,0.788,The animals are beautiful.,114,0.3508771929824561,54,1.1169614273363062,0.39191629029344077,0.30883003675123133
Dehiwala Zoo - Sri Lanka,Elephants,5,1,7,13,neutral,0.78,"But they have fully refurbished the attractions with many improvements such as night safari, glass walls in some enclosures, new open elephant enclosure where elephants are free to walk, new animals such as hippos, helpful route maps, feeding animals etc.",114,0.11403508771929824,33,1.6094379124341003,0.18353239352318687,0.14315526694808575
Dehiwala Zoo - Sri Lanka,Birds,5,0,9,14,neutral,0.756,"A great range of birds, animals, reptiles.",114,0.12280701754385964,40,1.4170660197866443,0.17402565155274577,0.1315633925738758
Dehiwala Zoo - Sri Lanka,Family friendliness,10,0,7,17,positive,0.766,As a family we visited the National Zoological Gardens of Sri Lanka and enjoyed the new setting very much as it gives much freedom to the animals and better experience to the visitors.,114,0.14912280701754385,89,0.6173091041684409,0.09205486641108328,0.0705140276708898
Dehiwala Zoo - Sri Lanka,Souvenir stalls,3,1,1,5,positive,0.804,watch out for hawkers Do not take tuktuks (expensive) from the entrance better to install pickme app and order cabs online,114,0.043859649122807015,49,1.214125175789954,0.05325110420131377,0.042813887777856274
Demodara Loop,Bridge,9,0,24,33,neutral,0.762,"the technique used to construct the rail road in right angle with a considerable slope, If you visit Demodara be sure to visit the bridge near the tunnel which is very much like as the 9 arch bridge, if you have an opportunity travel to ella by foot and that will be a fantastic experience .",155,0.2129032258064516,20,2.1102132003465894,0.4492711974931448,0.34234465248977636
Demodara Loop,Trail,10,0,14,24,neutral,0.768,Rail track along the tea plantations was breathtaking.,155,0.15483870967741936,39,1.4423838277709342,0.22333685075162854,0.17152270137725073
Demodara Loop,Tea plantation,6,0,1,7,positive,0.854,You can get a very good view from the nearby tea estate.,155,0.04516129032258064,16,2.3333567516607996,0.10537740168790707,0.08999230104147264
Demodara Loop,Public transport access,6,0,15,21,neutral,0.797,"We then tuk tuk to Demodara Loop which we did not undertake as it would have taken a good part of two hours and we were tired, but it sounded a good experience.",155,0.13548387096774195,90,0.6061358035703155,0.08212162499984921,0.06545093512487982
Demodara Loop,Colonial architecture,4,0,2,6,positive,0.787,"Popularly known as ‘Demodara loop’, the spiral railway is recognized as one of the most fascinating colonial railway civil engineering marvels in Sri Lanka.",155,0.03870967741935484,24,1.927891643552635,0.07462806362139232,0.05873228607003576
Devon Falls,Waterfall,90,2,54,146,positive,0.795,"stretching some 20km and parts of the road no more than a muddy, rutted track.Somewhat disconcertingly, behind you as you look out at the waterfall there is a Victorian tea room - this is actually the Devon Tea Centre, which we didn't visit.",362,0.40331491712707185,24,1.927891643552635,0.7775474584494053,0.6181502294672773
Devon Falls,Viewpoint,15,0,20,35,neutral,0.802,Specially the view points are nice to get down and spend some time.,362,0.09668508287292818,29,1.7386496439141066,0.16810148490882246,0.1348173908968756
Devon Falls,Mountain,13,0,3,16,positive,0.801,"It's nice to stop to watch this amazing view on the way to Nuwara Ella, we walked down the hill to be as close to the water fall and the view was amazing.To go down its very steep so make sure you are wearing a good shoes.",362,0.04419889502762431,24,1.927891643552635,0.08521068037801702,0.06825375498279164
Devon Falls,Tea plantation,6,0,6,12,positive,0.817,"lovely waterfall in verdant green highland scenery surrounded by tea plantations, winding roads and vertiginous canyons",362,0.03314917127071823,16,2.3333567516607996,0.0773488425964906,0.06319400440133281
Devon Falls,Scenic view,72,0,31,103,positive,0.77,The best place to view the waterfall is the clearly marked area by the side of the main road.A closer look can be had from the nearby Melsna tea Castle while sipping a cup of delicious Ceylon Tea.,362,0.2845303867403315,128,0.25391520998096345,0.072246592895136,0.055629876529254725
Diyaluma Falls,Waterfall,107,3,40,150,positive,0.804,Beautiful waterfall,472,0.3177966101694915,24,1.927891643552635,0.612677429095117,0.4925926529924741
Diyaluma Falls,Rock formation,10,4,12,26,neutral,0.751,The local environment is very beautiful and it is wonderful to watch the water crashing down on to the rocks with a backcloth of trees and mountains.,472,0.05508474576271186,20,2.1102132003465894,0.11624055764621043,0.08729665879230403
Diyaluma Falls,Local guide,21,2,23,46,neutral,0.762,"After a while, we decided to pay a guide, which was a very good decision as it was fast and cheap.",472,0.09745762711864407,66,0.9162907318741551,0.08929952047926089,0.06804623460519679
Diyaluma Falls,Public transport access,12,1,20,33,neutral,0.787,"It is situated 6-10 km away from Koslanda in Badulla District on Colombo-Badulla highway.The foot of the Diyaluma falls is quite easy to reach within an hour by tuk-tuk, car or motorbike.",472,0.06991525423728813,90,0.6061358035703155,0.04237813880894155,0.033351595242637
Diyaluma Falls,Weather condition,2,22,1,25,negative,0.786,Very beautiful waterfall that will make you go wow specially during the rainy season.,472,0.05296610169491525,82,0.6992262266363275,0.03703528742777158,0.029109735918228463
Diyatha Uyana,Market,19,1,6,26,positive,0.814,"recreational attraction consists of beautiful reservoir banks with interlock paved boardwalk surrounded by ever green grass, flea market style marketplace, an open air food court, plenty of paved parking, a fountain that keeps the kids intrigued with its colorful display of water jets at night, a floating restaurant and",342,0.07602339181286549,16,2.3333567516607996,0.17738969457070405,0.14439521138055308
Diyatha Uyana,Shops,10,0,7,17,positive,0.771,"Not only this, food court with many selections, small aquarium, flower shops....many more.And more over you can buy fresh fruits and vegetables too.Its a place which gives time for you and your family.",342,0.049707602339181284,10,2.803360380906535,0.13934832302751782,0.10743755705421625
Diyatha Uyana,Family friendliness,42,1,24,67,positive,0.77,This is a fascinating green garden among the concrete jungle in clombo and ideal place to fun-filled family outing.,342,0.195906432748538,89,0.6173091041684409,0.1209348245008349,0.09311981486564287
Diyatha Uyana,Souvenir stalls,5,2,17,24,neutral,0.769,"how ever there are a lot of food vendors who sells food for a reasonable price and for pre schoolers there's ample space for ride a bike, small car, skate.",342,0.07017543859649122,49,1.214125175789954,0.08520176672210203,0.06552015860929646
Diyatha Uyana,Restaurants,13,1,9,23,positive,0.797,"court, plenty of paved parking, a fountain that keeps the kids intrigued with its colorful display of water jets at night, a floating restaurant and an aquarium under the tent.",342,0.06725146198830409,49,1.214125175789954,0.08165169310868112,0.06507639940761885
Dondra Head Lighthouse,Lighthouse,52,2,30,84,positive,0.793,"When I get on the top of the lighthouse I saw an amazing views - u see the Indian Ocean so far, a very high waves, people like a little ants ) U must visit this lighthouse, u ll never feel sorry for that!",295,0.2847457627118644,5,3.4965075614664802,0.9956157124175741,0.7895232599471362
Dondra Head Lighthouse,Sea,18,0,11,29,positive,0.773,"When I get on the top of the lighthouse I saw an amazing views - u see the Indian Ocean so far, a very high waves, people like a little ants ) U must visit this lighthouse, u ll never feel sorry for that!",295,0.09830508474576272,7,3.1600353248452673,0.31064754040851783,0.2401305487357843
Dondra Head Lighthouse,Beach,17,2,13,32,positive,0.791,Dondra Lighthouse is a pleasant hour's drive S of Galle along the coast road.,295,0.10847457627118644,64,0.9470623905409088,0.10273219151630197,0.08126116348939487
Dondra Head Lighthouse,Scenic view,50,2,7,59,positive,0.811,"When I get on the top of the lighthouse I saw an amazing views - u see the Indian Ocean so far, a very high waves, people like a little ants ) U must visit this lighthouse, u ll never feel sorry for that!",295,0.2,128,0.25391520998096345,0.05078304199619269,0.04118504705891227
Dondra Head Lighthouse,Stairs,5,0,7,12,neutral,0.775,"I loved the sight itself, small, nice park around the light house, you can rest in the heat.Beautiful view from up there, only walk if you manage steep stairs.",295,0.04067796610169491,47,1.255797872190522,0.05108330327554666,0.03958956003854866
Dunhinda Falls,Waterfall,65,6,13,84,positive,0.814,"This beautiful waterfall is located about 5km from Badulla town.To reach the waterfall, we had to walk about more than 1km .",241,0.34854771784232363,24,1.927891643552635,0.6719622326075574,0.5469772573425516
Dunhinda Falls,Shops,4,2,6,12,neutral,0.752,While your way back you can enjoy hot belimal from small shops near by.,241,0.04979253112033195,10,2.803360380906535,0.13958640900779426,0.10496897957386128
Dunhinda Falls,Stairs,4,2,8,14,neutral,0.771,Helpful old man.It was about a 45 minute walk with steps and some hiking.,241,0.058091286307053944,47,1.255797872190522,0.07295091373720876,0.05624515449138796
Dunhinda Falls,Weather condition,2,20,1,23,negative,0.78,"This route was a foot path and little bit muddy (due to the rain the day before) and slippery , took us about 1 hour to reach the waterfall.Local ticket - Rs.",241,0.0954356846473029,82,0.6992262266363275,0.0667311336623881,0.05205028425666272
Dunhinda Falls,River,2,2,5,9,neutral,0.776,Nice fall though but not so high stream.,241,0.03734439834024896,33,1.6094379124341003,0.06010349050583777,0.04664030863253011
Dutch Hospital Shopping Precinct,Shops,211,36,191,438,positive,0.754,"There are shops to browse and restaurants to eat/drink in with views over Galle Harbour, worth a visit.",1759,0.2490051165434906,10,2.803360380906535,0.698051078361036,0.5263305130842211
Dutch Hospital Shopping Precinct,Restaurants,225,25,174,424,positive,0.791,"There are shops to browse and restaurants to eat/drink in with views over Galle Harbour, worth a visit.",1759,0.24104604889141557,49,1.214125175789954,0.2926600764837638,0.23149412049865717
Dutch Hospital Shopping Precinct,Cafes,57,6,52,115,positive,0.775,Nice cafes and restaurants.,1759,0.06537805571347356,15,2.3978952727983707,0.15676973074008677,0.12149654132356724
Dutch Hospital Shopping Precinct,Colonial architecture,24,0,34,58,neutral,0.78,"beautiful trees and fort with colonial Dutch style buildings, if you are a history lover or an architecture, or shopping lover a place you can visit in Galle.",1759,0.03297328027288232,24,1.927891643552635,0.06356891149860877,0.04958375096891484
Dutch Hospital Shopping Precinct,Souvenir stalls,35,3,36,74,neutral,0.784,This is a nice area for souvenir shopping and having a drink or meal.,1759,0.04206935758953951,49,1.214125175789954,0.05107746617877009,0.040044733484155756
Elephant Pass,Elephants,8,4,33,45,neutral,0.76,The Elephant pass is a nice stop on the way to Jaffna.,118,0.3813559322033898,33,1.6094379124341003,0.613768695419784,0.4664642085190358
Elephant Pass,Lagoon,3,0,8,11,neutral,0.767,Great expanse of sandy areas and then the lagoon on one side and the Bay of Bengal on the other.,118,0.09322033898305085,11,2.70805020110221,0.25244535772986704,0.19362558937880803
Elephant Pass,Sunrise view,1,0,5,6,neutral,0.817,The morning sunrise is stunning.,118,0.05084745762711865,21,2.0614230361771577,0.1048181204835843,0.08563640443508837
