place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence
Ancient City of Polonnaruwa,Fortress,4,0,6,10,neutral,0.768,"In our opinion and alongside the marvelous Dambulla caves and the Sigiriya Rock Fortress/Palace, the ruins of Pollonaruwa Archeological Park are one of the most interesting remains of the island's glorious past and one of the main reasons for us coming to Sri Lanka."
Ancient City of Polonnaruwa,Guided tours,8,3,14,25,neutral,0.808,"and started by visiting the museum, think you pretty much need to as there is not much info at each building on the site.We had a tour guide who showed us the bits worth seeing and in the heat getting in and out of the air conditioned car was greatly appreciated.The site is not used for worship anymore and some buildings"
Ancient City of Polonnaruwa,Heritage site,30,1,49,80,neutral,0.802,History and Heritage at its Best!
Ancient City of Polonnaruwa,Hindu shrine,3,0,14,17,neutral,0.758,Nissankamalla was another great king who established matrimonial relations with south India kings leading to Hindu influence on archaeological ruins.
Ancient City of Polonnaruwa,Information boards,0,0,6,6,neutral,0.78,"The scale, taken as a whole is impressive, but it’s doesn’t really have that Angkor Wat wow factor plus the lack of information boards (some deliberately destroyed or defaced at that), maps etc for context, frankly useless guides and a high ticket price makes this a missable site from my perspective."
Ancient City of Polonnaruwa,Lake,4,1,12,17,neutral,0.715,It's very beautiful city in srilanka rounding big lake.it's rich city than anuradhapura.Very big area to visit.galvihara is wonderful and elephant safari is amazing
Ancient City of Polonnaruwa,Local guide,90,10,81,181,positive,0.762,a guide would be nice to unstandardised intricacies.
Ancient City of Polonnaruwa,Mountain,0,0,2,2,neutral,0.68,"Very pleasant site, to visit early in the morning to avoid the heat peak."
Ancient City of Polonnaruwa,Murals,1,0,1,2,positive,0.77,"Parts of the Lankatilaka Vihara still stand; two 17m high walls, each 4m thickness and adorned with impressive murals, form an aisle to a headless 14m high Buddha statue in this ancient temple."
Ancient City of Polonnaruwa,Museum,53,14,74,141,neutral,0.778,I highly recommend visiting the museum to gain a little knowledge before browsing the ruins.
Ancient City of Polonnaruwa,Noise level,0,1,0,1,negative,0.84,"On the other hand I also have to admit that my disappointment arose from Polonnaruwa city itself which is very dusty, noisy and hard to find good local restaurants here.We rented bikes just in front of the entrance for 500 LKR/pc (they didn´t want to lower their price at all)."
Ancient City of Polonnaruwa,Paintings,1,0,4,5,neutral,0.76,"The early sites were ruins but they got better, some with stunning stone buddhas and intricate frescos and paintings."
Ancient City of Polonnaruwa,Parking,3,3,6,12,neutral,0.797,Parking is difficult.
Ancient City of Polonnaruwa,Peacefulness,19,0,0,19,positive,0.817,"Stunning, serene site"
Ancient City of Polonnaruwa,Public transport access,32,6,39,77,neutral,0.794,If you're travelling in a small group my best advice would be to do it ahead of the buses that are all going the same place at the same time.
Ancient City of Polonnaruwa,Restaurants,1,1,3,5,neutral,0.78,"On the other hand I also have to admit that my disappointment arose from Polonnaruwa city itself which is very dusty, noisy and hard to find good local restaurants here.We rented bikes just in front of the entrance for 500 LKR/pc (they didn´t want to lower their price at all)."
Ancient City of Polonnaruwa,Road access,8,3,10,21,neutral,0.694,Bicycle would also be excellent; there are lots of places along the main road into the complex that will rent.
Ancient City of Polonnaruwa,Rock formation,22,2,11,35,positive,0.724,"The most impressive are ""Gal Vihara"" or rock monastery and ""Lankatilaka""."
Ancient City of Polonnaruwa,Safety,9,3,0,12,positive,0.833,"This entailed not buying the official ticket and paying him the cash instead which he could use to ""bribe"" the guards."
Ancient City of Polonnaruwa,Sandy beach,0,5,0,5,negative,0.744,Take some socks yes socks to enter a temple you must remove shoes and the sun makes the sand and stone so hot you do need something between feet and ground.
Ancient City of Polonnaruwa,Scenic view,10,0,7,17,positive,0.79,I travelled here solo...from dambulla i took a bus for 1.5 hours....dont worry the scenic view is amazing.....As a design professional this is heaven to me....others might find this boring but i find this very interesting...although all you can find here are ruins.
Ancient City of Polonnaruwa,Sculptures,40,2,30,72,positive,0.786,"One revers the Buddha without much reference to the animal kingdom and the other is prolific in carving animals, 'grotesque' masks and moonstones with story telling symbolisms threaded throughout the buildings and statues."
Ancient City of Polonnaruwa,Sea,0,1,6,7,neutral,0.691,"It is believed that King Parakramabahu fully understood the importance of irrigation and is said to have declared that ‘not even a drop of water that comes from the rain must flow into the ocean, without being made useful to man’."
Ancient City of Polonnaruwa,Service quality,8,2,3,13,positive,0.789,You can just rent a bike instead of tuktuk....i should have done this if only i knew that the road is good..i thought it will be just like in Bagan so i took a tuktuk.For a bike you an rent it for 500 rupeesFor a tuktuk service for 3 hours you an pay 1300-1500 good for 32.
Ancient City of Polonnaruwa,Shops,2,1,3,6,neutral,0.725,There is a small gift shop.Keep your eyes peeled for giant lizards wandering around - they are very shy and hard to spot but you might get lucky!
Ancient City of Polonnaruwa,Signage,12,3,10,25,positive,0.778,"Was in awe of how well preserved many of the ruins are, although it seems not everyone can read the signs telling you not to walk on the walls."
Ancient City of Polonnaruwa,Souvenir stalls,9,3,11,23,neutral,0.777,It was very very hot but cold drinks could be obtained from stalls near the entrances.
Ancient City of Polonnaruwa,Stairs,2,0,4,6,neutral,0.72,I cant do hundreds of stairs so this location was easy for me to access walk around.
Ancient City of Polonnaruwa,Stupa,11,0,11,22,positive,0.777,Not a whole lot of known about these ruins but what it has left behind are some stunning stupas and temples housing Buddha.
Ancient City of Polonnaruwa,Temple,57,11,73,141,neutral,0.778,"Additionally, as you will be in and out of Buddhist temples, I'd suggest wearing socks, as the stones get very, very hot."
Ancient City of Polonnaruwa,Ticket price,31,20,59,110,neutral,0.784,"You first go to the museum site to purchase your ticket, a lovely bit of history there, if you can read and love to take your time I would suggest NOT to get the guide who will hustle you and try to convince you into using him and go as far as to say “don’t pay me if you are dissatisfied”."
Ancient City of Polonnaruwa,Toilets,4,1,2,7,positive,0.817,"buildings are well preserved to say they were buried beneath jungle for centuries!There is ample parking and good visitor facilities (toilets, wash facilities, food and drink)We travelled around by car, which was straightforward enough."
Ancient City of Polonnaruwa,Trail,2,0,3,5,neutral,0.74,"We took a tuk tuk here to take us from one area to the next, he waited between each place dropping us right by the entrance paths, it was well worth it as the area is quite large and the ruins clustered together."
Ancient City of Polonnaruwa,Value for money,14,38,0,52,negative,0.857,"We spoke to a local about this and apparently it is a really common scam and those that have gone with the ""bribery"" option haven't been able to get in to see some sites, particularly Gal Vihara."
Ancient City of Polonnaruwa,Water depth,1,0,2,3,neutral,0.693,We enjoyed it despite walking through ankle deep water at a few points!
Ancient City of Polonnaruwa,Waterfall,0,0,1,1,neutral,0.74,Falls short next to other Buddhist sites
Ancient City of Polonnaruwa,Weather condition,5,95,3,103,negative,0.745,Especially on a hot day I wouldn’t recommend walking the big area.
Ancient City of Polonnaruwa,Wildlife,5,1,2,8,positive,0.795,"One revers the Buddha without much reference to the animal kingdom and the other is prolific in carving animals, 'grotesque' masks and moonstones with story telling symbolisms threaded throughout the buildings and statues."
Angurukaramulla Temple,Accessibility,2,0,0,2,positive,0.84,"The angurukaramulla temple is easily accessible from most of the guest accommodations ( most of the travellers stay in ethukala area , as local say hotel side ) so from there on you can reach the temple within 20 min either on a vehicle or 30 min in a cycle ."
Angurukaramulla Temple,Accommodation,4,0,3,7,positive,0.786,"Nice hotels, I stayed in WIND MILL BEACH HOTEL."
Angurukaramulla Temple,Ancient ruins,0,0,4,4,neutral,0.72,It's got an epic dragon's mouth entrance and also the ruins of a historic library.
Angurukaramulla Temple,Beach,4,0,5,9,neutral,0.784,"Nice hotels, I stayed in WIND MILL BEACH HOTEL."
Angurukaramulla Temple,Birds,0,0,1,1,neutral,0.74,"If you wake up early, you can hear birds singing."
Angurukaramulla Temple,Boat service,0,0,1,1,neutral,0.66,"Boat riding , Wind surfing, Kite surfing, Diving were few water sports."
Angurukaramulla Temple,Buddha statue,26,0,23,49,positive,0.796,"Really loved this temple, the giant Buddha statue outside is lovely in itself but inside the other Buddhas and statues are really fabulous, as are the paintings and the ceilings, all really impressive."
Angurukaramulla Temple,Cave,1,0,0,1,positive,0.76,I was very pleasantly surprised by this temple.It was fabulous.The carvings were amazing and was nearly as great as Dambulla cave temples.Just a few km away from Negombo beach.Definetly worth a visit.
Angurukaramulla Temple,Cave temple,1,0,0,1,positive,0.88,I was very pleasantly surprised by this temple.It was fabulous.The carvings were amazing and was nearly as great as Dambulla cave temples.Just a few km away from Negombo beach.Definetly worth a visit.
Angurukaramulla Temple,Church,2,0,2,4,positive,0.78,"Dutch canal / harbour, and Santa Maria church, and lagoon.The interior of the temple is amazing, the frescos, statues, all to be seen for free, a small donation welcome but not compulsory.Remember to remove your shoes before entering."
Angurukaramulla Temple,Cleanliness,6,1,0,7,positive,0.891,"Beach is in a walking distance (3-5 mins).Room is very clean and spacious, with a pot and cups for having tea."
Angurukaramulla Temple,Crowdedness,2,5,0,7,negative,0.829,"Very large temple located near by negombo beach raod, its really peaceful and the quite place, it will be busy on full moon day because there are many buddiest people coming there for prayer ,"
Angurukaramulla Temple,Entrance fee,1,1,8,10,neutral,0.816,"I visited this beautiful temple with friends, entrance fee 1000 rupees for the restoration.But it's worth it.To wander around calmly and photograph"
Angurukaramulla Temple,Family friendliness,3,0,4,7,neutral,0.766,"Me and my mom stayed in this hotel for 2 days.First of all, I want to say thank Siri and Nishan (owners) who make everything for your stay to be comfortable.They treat hotel guests as their family guests, assisting with everything.Villa is located in jungles, so it is very green and beautiful around."
Angurukaramulla Temple,Fort,0,0,2,2,neutral,0.66,This a kilometre from the Rukmini Devi park and around 3 kilometres from the Dutch fort.
Angurukaramulla Temple,Guided tours,3,0,2,5,positive,0.84,There were no monks around to give a guided tour but I was able to go in and admire the art and workmanship - beautiful inside and seems to be in the process of renovation.
